DadDoB,DadUnicode,ChdUniCode,ChdDoB,Sex
1/14/1998 0:00:00,A-889,A-652,10/25/2005 0:00:00,M
1/14/1998 0:00:00,A-889,A-215,10/30/2005 0:00:00,M
1/14/1998 0:00:00,A-889,B-556,11/19/2005 0:00:00,F
1/14/1998 0:00:00,A-889,E-202,11/28/2005 0:00:00,M
1/14/1998 0:00:00,A-889,D-319,12/24/2005 0:00:00,F
1/14/1998 0:00:00,A-889,D-779,9/30/2006 0:00:00,F
1/14/1998 0:00:00,A-889,D-778,10/10/2006 0:00:00,M
1/14/1998 0:00:00,A-889,A-233,10/16/2006 0:00:00,M
1/14/1998 0:00:00,A-889,C-902,10/25/2006 0:00:00,M
1/14/1998 0:00:00,A-889,E-203,11/2/2006 0:00:00,F
1/14/1998 0:00:00,A-889,E-216,12/1/2006 0:00:00,F
1/14/1998 0:00:00,A-889,C-017,12/30/2006 0:00:00,M
1/14/1998 0:00:00,A-889,E-224,11/3/2007 0:00:00,F
1/14/1998 0:00:00,A-889,E-271,9/1/2009 0:00:00,F
1/14/1998 0:00:00,A-889,A-287,9/6/2009 0:00:00,F
1/14/1998 0:00:00,A-889,E-811,9/15/2009 0:00:00,F
1/14/1998 0:00:00,A-889,C-064,9/17/2009 0:00:00,F
1/14/1998 0:00:00,A-889,B-609,10/25/2009 0:00:00,M
1/14/1998 0:00:00,A-889,B-610,11/1/2009 0:00:00,M
1/14/1998 0:00:00,A-889,B-613,11/8/2009 0:00:00,F
1/14/1998 0:00:00,A-889,D-826,12/15/2009 0:00:00,F
1/16/1998 0:00:00,E-065,C-725,10/3/2004 0:00:00,M
1/16/1998 0:00:00,E-065,B-531,12/5/2004 0:00:00,F
1/16/1998 0:00:00,E-065,E-198,11/8/2005 0:00:00,M
1/16/1998 0:00:00,E-065,D-760,10/12/2006 0:00:00,M
1/16/1998 0:00:00,E-065,D-768,11/15/2006 0:00:00,M
1/16/1998 0:00:00,E-065,D-767,12/7/2006 0:00:00,F
1/16/1998 0:00:00,E-065,E-223,10/6/2007 0:00:00,F
1/16/1998 0:00:00,E-065,C-481,12/7/2007 0:00:00,M
1/16/1998 0:00:00,E-065,D-349,1/17/2008 0:00:00,F
1/16/1998 0:00:00,E-065,E-245,10/7/2008 0:00:00,M
1/16/1998 0:00:00,E-065,A-725,9/27/2009 0:00:00,F
1/16/1998 0:00:00,E-065,D-417,9/30/2010 0:00:00,F
1/16/1998 0:00:00,E-065,D-890,9/13/2012 0:00:00,F
1/16/1998 0:00:00,E-065,A-364,8/30/2013 0:00:00,F
1/16/1998 0:00:00,E-065,C-146,9/19/2013 0:00:00,F
1/16/1998 0:00:00,E-065,E-885,10/5/2014 0:00:00,F
1/23/1998 0:00:00,B-353,D-635,12/1/2003 0:00:00,M
1/23/1998 0:00:00,B-353,B-408,1/7/2004 0:00:00,F
1/23/1998 0:00:00,B-353,B-488,2/3/2004 0:00:00,F
1/23/1998 0:00:00,B-353,D-747,11/8/2004 0:00:00,M
1/23/1998 0:00:00,B-353,C-527,11/4/2009 0:00:00,M
2/9/1998 0:00:00,A-102,C-894,11/8/2005 0:00:00,F
2/9/1998 0:00:00,A-102,B-998,11/12/2005 0:00:00,M
2/9/1998 0:00:00,A-102,B-991,2/11/2006 0:00:00,M
2/9/1998 0:00:00,A-102,B-101,10/23/2006 0:00:00,M
2/9/1998 0:00:00,A-102,A-297,10/3/2009 0:00:00,F
2/13/1998 0:00:00,A-598,B-896,10/29/2003 0:00:00,M
2/13/1998 0:00:00,A-598,B-429,12/16/2003 0:00:00,F
2/13/1998 0:00:00,A-598,C-874,11/1/2004 0:00:00,F
2/13/1998 0:00:00,A-598,C-875,11/9/2004 0:00:00,M
2/13/1998 0:00:00,A-598,A-647,11/9/2005 0:00:00,M
2/13/1998 0:00:00,A-598,B-999,11/13/2005 0:00:00,F
2/13/1998 0:00:00,A-598,B-997,12/21/2005 0:00:00,F
2/13/1998 0:00:00,A-598,D-394,10/2/2009 0:00:00,M
2/13/1998 0:00:00,A-598,C-964,10/6/2009 0:00:00,F
2/13/1998 0:00:00,A-598,D-388,11/1/2009 0:00:00,F
2/13/1998 0:00:00,A-598,D-895,9/13/2012 0:00:00,M
2/13/1998 0:00:00,A-598,E-356,9/13/2013 0:00:00,M
2/13/1998 0:00:00,A-598,D-091,8/13/2015 0:00:00,F
2/13/1998 0:00:00,A-598,D-956,10/10/2015 0:00:00,M
2/13/1998 0:00:00,A-598,D-095,10/23/2015 0:00:00,M
2/20/1998 0:00:00,A-141,C-923,10/11/2007 0:00:00,F
2/20/1998 0:00:00,A-141,C-938,11/27/2008 0:00:00,M
3/23/1998 0:00:00,A-503,E-008,12/8/2003 0:00:00,F
3/23/1998 0:00:00,A-503,E-190,10/26/2004 0:00:00,M
3/23/1998 0:00:00,A-503,A-204,12/5/2004 0:00:00,F
3/23/1998 0:00:00,A-503,B-995,10/25/2005 0:00:00,M
3/23/1998 0:00:00,A-503,B-087,11/10/2005 0:00:00,M
3/23/1998 0:00:00,A-503,C-451,11/12/2005 0:00:00,M
3/23/1998 0:00:00,A-503,A-229,10/11/2006 0:00:00,M
3/23/1998 0:00:00,A-503,D-333,11/8/2006 0:00:00,M
3/23/1998 0:00:00,A-503,A-669,2/7/2007 0:00:00,M
3/23/1998 0:00:00,A-503,B-121,11/1/2007 0:00:00,F
3/23/1998 0:00:00,A-503,C-480,11/15/2007 0:00:00,M
3/23/1998 0:00:00,A-503,D-798,11/19/2007 0:00:00,F
3/23/1998 0:00:00,A-503,B-130,12/21/2007 0:00:00,M
3/23/1998 0:00:00,A-503,B-583,12/22/2007 0:00:00,F
3/23/1998 0:00:00,A-503,C-055,10/9/2008 0:00:00,M
3/23/1998 0:00:00,A-503,D-841,10/2/2010 0:00:00,M
3/23/1998 0:00:00,A-503,A-740,10/22/2010 0:00:00,M
3/23/1998 0:00:00,A-503,B-245,9/10/2013 0:00:00,M
3/23/1998 0:00:00,A-503,D-489,9/23/2014 0:00:00,M
4/13/1998 0:00:00,C-859,E-139,11/18/2003 0:00:00,M
4/13/1998 0:00:00,C-859,D-987,12/13/2003 0:00:00,F
4/13/1998 0:00:00,C-859,A-205,10/22/2004 0:00:00,F
4/13/1998 0:00:00,C-859,E-118,11/20/2004 0:00:00,M
4/13/1998 0:00:00,C-859,B-983,11/27/2004 0:00:00,F
4/13/1998 0:00:00,C-859,B-996,10/2/2005 0:00:00,F
4/13/1998 0:00:00,C-859,C-885,11/8/2005 0:00:00,M
4/13/1998 0:00:00,C-859,B-084,12/13/2005 0:00:00,F
4/13/1998 0:00:00,C-859,A-683,10/29/2007 0:00:00,M
4/13/1998 0:00:00,C-859,B-590,10/21/2008 0:00:00,F
4/13/1998 0:00:00,C-859,B-676,9/23/2012 0:00:00,M
4/13/1998 0:00:00,C-859,A-775,10/2/2012 0:00:00,M
11/20/1998 0:00:00,A-581,E-230,1/6/2008 0:00:00,M
11/20/1998 0:00:00,A-581,B-622,9/13/2009 0:00:00,F
11/20/1998 0:00:00,A-581,C-066,9/15/2009 0:00:00,F
11/20/1998 0:00:00,A-581,D-395,9/27/2009 0:00:00,M
11/20/1998 0:00:00,A-581,B-614,10/3/2009 0:00:00,M
11/20/1998 0:00:00,A-581,E-300,9/23/2010 0:00:00,F
11/20/1998 0:00:00,A-581,A-301,9/28/2010 0:00:00,M
11/20/1998 0:00:00,A-581,B-638,12/6/2010 0:00:00,M
11/20/1998 0:00:00,A-581,E-842,8/31/2011 0:00:00,M
11/20/1998 0:00:00,A-581,B-217,10/3/2012 0:00:00,F
11/20/1998 0:00:00,A-581,D-927,8/26/2014 0:00:00,M
11/20/1998 0:00:00,A-581,C-645,11/5/2015 0:00:00,M
12/17/1998 0:00:00,A-180,A-642,10/12/2004 0:00:00,M
12/17/1998 0:00:00,A-180,B-074,10/19/2004 0:00:00,M
12/17/1998 0:00:00,A-180,C-432,11/2/2004 0:00:00,F
12/17/1998 0:00:00,A-180,B-077,12/1/2004 0:00:00,M
12/17/1998 0:00:00,A-180,A-634,12/9/2004 0:00:00,F
12/17/1998 0:00:00,A-180,E-054,12/13/2004 0:00:00,F
12/17/1998 0:00:00,A-180,D-322,10/6/2005 0:00:00,M
12/17/1998 0:00:00,A-180,D-757,10/10/2005 0:00:00,F
12/17/1998 0:00:00,A-180,A-219,10/30/2005 0:00:00,M
12/17/1998 0:00:00,A-180,B-550,1/19/2006 0:00:00,M
12/17/1998 0:00:00,A-180,A-211,1/24/2006 0:00:00,M
12/17/1998 0:00:00,A-180,D-342,9/23/2006 0:00:00,F
12/17/1998 0:00:00,A-180,A-665,10/3/2006 0:00:00,M
12/17/1998 0:00:00,A-180,A-222,10/7/2006 0:00:00,M
12/17/1998 0:00:00,A-180,E-213,10/15/2006 0:00:00,M
12/17/1998 0:00:00,A-180,C-900,10/16/2006 0:00:00,M
12/17/1998 0:00:00,A-180,A-230,10/31/2006 0:00:00,F
12/17/1998 0:00:00,A-180,A-670,11/6/2006 0:00:00,F
12/17/1998 0:00:00,A-180,E-222,11/11/2006 0:00:00,F
12/17/1998 0:00:00,A-180,B-575,1/13/2007 0:00:00,M
12/18/1998 0:00:00,C-756,A-206,11/29/2004 0:00:00,F
12/18/1998 0:00:00,C-756,C-893,10/13/2005 0:00:00,F
12/18/1998 0:00:00,C-756,D-753,10/26/2005 0:00:00,M
12/18/1998 0:00:00,C-756,A-210,10/31/2005 0:00:00,M
12/18/1998 0:00:00,C-756,D-324,11/22/2005 0:00:00,F
12/18/1998 0:00:00,C-756,D-751,11/24/2005 0:00:00,M
12/18/1998 0:00:00,C-756,B-555,1/7/2006 0:00:00,M
12/18/1998 0:00:00,C-756,A-663,10/11/2006 0:00:00,M
12/18/1998 0:00:00,C-756,A-238,10/18/2006 0:00:00,M
12/18/1998 0:00:00,C-756,D-343,11/1/2006 0:00:00,M
12/18/1998 0:00:00,C-756,D-766,1/15/2007 0:00:00,F
12/18/1998 0:00:00,C-756,C-475,10/1/2007 0:00:00,M
12/18/1998 0:00:00,C-756,C-489,10/5/2007 0:00:00,F
12/18/1998 0:00:00,C-756,C-040,10/28/2007 0:00:00,M
12/18/1998 0:00:00,C-756,C-033,10/28/2007 0:00:00,F
12/18/1998 0:00:00,C-756,D-797,11/15/2007 0:00:00,M
12/18/1998 0:00:00,C-756,D-791,12/19/2007 0:00:00,F
12/18/1998 0:00:00,C-756,D-813,9/13/2008 0:00:00,F
12/18/1998 0:00:00,C-756,D-814,9/24/2008 0:00:00,F
12/18/1998 0:00:00,C-756,A-269,10/4/2008 0:00:00,M
12/18/1998 0:00:00,C-756,D-376,10/12/2008 0:00:00,F
12/18/1998 0:00:00,C-756,E-258,10/12/2008 0:00:00,F
12/18/1998 0:00:00,C-756,A-707,10/24/2008 0:00:00,F
12/18/1998 0:00:00,C-756,D-822,11/5/2009 0:00:00,M
12/18/1998 0:00:00,C-756,A-727,1/7/2010 0:00:00,F
12/22/1998 0:00:00,A-181,D-159,11/8/2004 0:00:00,M
12/22/1998 0:00:00,A-181,C-869,2/1/2005 0:00:00,M
12/22/1998 0:00:00,A-181,A-659,10/25/2005 0:00:00,F
12/22/1998 0:00:00,A-181,A-657,11/23/2005 0:00:00,F
12/22/1998 0:00:00,A-181,A-658,11/24/2005 0:00:00,M
12/22/1998 0:00:00,A-181,E-208,10/14/2006 0:00:00,F
12/22/1998 0:00:00,A-181,C-904,10/14/2006 0:00:00,F
12/22/1998 0:00:00,A-181,E-212,10/28/2006 0:00:00,M
12/22/1998 0:00:00,A-181,C-901,11/4/2006 0:00:00,M
12/22/1998 0:00:00,A-181,D-337,11/7/2006 0:00:00,M
12/22/1998 0:00:00,A-181,C-905,11/11/2006 0:00:00,M
12/22/1998 0:00:00,A-181,B-122,9/25/2007 0:00:00,M
12/22/1998 0:00:00,A-181,B-586,10/1/2007 0:00:00,F
12/22/1998 0:00:00,A-181,C-032,10/16/2007 0:00:00,F
12/24/1998 0:00:00,C-256,B-897,11/12/2004 0:00:00,F
12/24/1998 0:00:00,C-256,C-014,9/25/2006 0:00:00,M
12/24/1998 0:00:00,C-256,A-681,10/4/2007 0:00:00,M
12/24/1998 0:00:00,C-256,D-362,10/7/2007 0:00:00,M
12/24/1998 0:00:00,C-256,D-794,10/8/2007 0:00:00,F
12/24/1998 0:00:00,C-256,D-784,10/29/2007 0:00:00,M
12/24/1998 0:00:00,C-256,A-242,12/22/2007 0:00:00,M
12/24/1998 0:00:00,C-256,A-692,10/26/2008 0:00:00,F
12/24/1998 0:00:00,C-256,B-699,8/17/2013 0:00:00,F
12/24/1998 0:00:00,C-256,D-464,10/21/2013 0:00:00,F
1/4/1999 0:00:00,D-627,C-892,10/6/2005 0:00:00,F
1/4/1999 0:00:00,D-627,D-325,12/4/2005 0:00:00,F
1/4/1999 0:00:00,D-627,C-457,12/23/2005 0:00:00,M
1/4/1999 0:00:00,D-627,B-114,10/2/2006 0:00:00,F
1/4/1999 0:00:00,D-627,A-672,10/17/2006 0:00:00,F
1/8/1999 0:00:00,C-360,A-654,10/31/2005 0:00:00,M
1/8/1999 0:00:00,C-360,A-653,11/4/2005 0:00:00,F
1/8/1999 0:00:00,C-360,D-338,10/17/2006 0:00:00,M
1/8/1999 0:00:00,C-360,D-335,10/17/2006 0:00:00,M
1/8/1999 0:00:00,C-360,C-909,11/2/2006 0:00:00,F
1/8/1999 0:00:00,C-360,C-038,10/3/2007 0:00:00,M
1/8/1999 0:00:00,C-360,A-686,10/11/2007 0:00:00,M
1/8/1999 0:00:00,C-360,C-927,10/17/2007 0:00:00,M
1/8/1999 0:00:00,C-360,E-240,11/13/2007 0:00:00,F
1/8/1999 0:00:00,C-360,B-588,11/13/2007 0:00:00,M
1/8/1999 0:00:00,C-360,B-584,12/8/2007 0:00:00,F
1/8/1999 0:00:00,C-360,E-262,9/13/2008 0:00:00,F
1/8/1999 0:00:00,C-360,E-255,9/24/2008 0:00:00,M
1/8/1999 0:00:00,C-360,E-252,1/3/2009 0:00:00,M
1/8/1999 0:00:00,C-360,D-399,9/17/2009 0:00:00,M
1/8/1999 0:00:00,C-360,A-282,10/23/2009 0:00:00,F
1/8/1999 0:00:00,C-360,A-298,11/21/2009 0:00:00,F
1/8/1999 0:00:00,C-360,C-533,9/10/2010 0:00:00,F
1/8/1999 0:00:00,C-360,D-850,9/23/2010 0:00:00,F
1/8/1999 0:00:00,C-360,B-716,8/20/2013 0:00:00,M
1/8/1999 0:00:00,C-360,D-474,9/19/2013 0:00:00,M
1/8/1999 0:00:00,C-360,C-598,10/25/2013 0:00:00,F
1/28/1999 0:00:00,A-029,C-286,10/24/2004 0:00:00,F
1/28/1999 0:00:00,A-029,A-216,12/20/2005 0:00:00,F
1/28/1999 0:00:00,A-029,D-809,9/23/2008 0:00:00,F
1/28/1999 0:00:00,A-029,D-801,9/29/2008 0:00:00,M
1/28/1999 0:00:00,A-029,B-253,8/20/2013 0:00:00,F
1/28/1999 0:00:00,A-029,D-476,9/19/2013 0:00:00,F
1/28/1999 0:00:00,A-029,C-652,8/24/2015 0:00:00,M
2/28/1999 0:00:00,A-582,D-328,11/7/2005 0:00:00,F
2/28/1999 0:00:00,A-582,B-577,1/16/2007 0:00:00,F
2/28/1999 0:00:00,A-582,C-911,9/29/2007 0:00:00,M
2/28/1999 0:00:00,A-582,C-023,10/16/2007 0:00:00,M
2/28/1999 0:00:00,A-582,C-946,11/29/2008 0:00:00,F
2/28/1999 0:00:00,A-582,A-724,9/13/2009 0:00:00,F
2/28/1999 0:00:00,A-582,C-982,10/3/2010 0:00:00,F
2/28/1999 0:00:00,A-582,B-652,9/26/2011 0:00:00,M
2/28/1999 0:00:00,A-582,A-758,10/4/2011 0:00:00,M
2/28/1999 0:00:00,A-582,E-319,10/24/2011 0:00:00,F
3/30/1999 0:00:00,E-153,B-151,9/29/2009 0:00:00,M
3/30/1999 0:00:00,E-153,A-731,10/7/2009 0:00:00,F
3/30/1999 0:00:00,E-153,A-321,9/20/2011 0:00:00,M
3/30/1999 0:00:00,E-153,C-563,9/22/2011 0:00:00,F
3/30/1999 0:00:00,E-153,D-872,10/16/2011 0:00:00,M
3/30/1999 0:00:00,E-153,A-327,11/28/2011 0:00:00,F
3/30/1999 0:00:00,E-153,C-127,9/5/2012 0:00:00,M
11/4/1999 0:00:00,D-732,C-473,10/8/2007 0:00:00,M
11/4/1999 0:00:00,D-732,E-232,11/9/2007 0:00:00,M
11/4/1999 0:00:00,D-732,C-029,11/22/2007 0:00:00,M
11/4/1999 0:00:00,D-732,B-601,9/16/2008 0:00:00,M
11/4/1999 0:00:00,D-732,A-700,9/20/2008 0:00:00,F
11/4/1999 0:00:00,D-732,C-049,10/10/2008 0:00:00,M
11/4/1999 0:00:00,D-732,A-714,8/29/2009 0:00:00,M
11/4/1999 0:00:00,D-732,B-191,8/11/2011 0:00:00,F
11/11/1999 0:00:00,A-488,A-636,10/21/2004 0:00:00,M
11/11/1999 0:00:00,A-488,D-119,10/23/2004 0:00:00,M
11/11/1999 0:00:00,A-488,A-207,5/9/2005 0:00:00,F
11/11/1999 0:00:00,A-488,B-082,10/30/2005 0:00:00,F
11/11/1999 0:00:00,A-488,A-656,10/30/2005 0:00:00,M
11/11/1999 0:00:00,A-488,B-090,10/30/2005 0:00:00,M
11/11/1999 0:00:00,A-488,B-096,11/2/2005 0:00:00,F
11/11/1999 0:00:00,A-488,B-547,12/24/2005 0:00:00,F
11/11/1999 0:00:00,A-488,A-225,10/8/2006 0:00:00,F
11/11/1999 0:00:00,A-488,B-108,10/13/2006 0:00:00,M
11/11/1999 0:00:00,A-488,D-336,10/15/2006 0:00:00,M
11/11/1999 0:00:00,A-488,B-106,10/27/2006 0:00:00,M
11/11/1999 0:00:00,A-488,A-660,10/30/2006 0:00:00,M
11/11/1999 0:00:00,A-488,B-109,10/30/2006 0:00:00,M
11/11/1999 0:00:00,A-488,B-107,11/2/2006 0:00:00,M
11/11/1999 0:00:00,A-488,B-102,11/5/2006 0:00:00,F
11/11/1999 0:00:00,A-488,A-668,11/6/2006 0:00:00,M
11/11/1999 0:00:00,B-850,E-207,3/17/2007 0:00:00,M
11/11/1999 0:00:00,B-850,B-129,9/28/2007 0:00:00,M
11/11/1999 0:00:00,A-488,E-787,10/10/2007 0:00:00,M
11/11/1999 0:00:00,A-488,D-355,10/18/2007 0:00:00,M
11/11/1999 0:00:00,A-488,C-486,11/1/2007 0:00:00,M
11/11/1999 0:00:00,A-488,E-782,11/23/2007 0:00:00,F
11/11/1999 0:00:00,A-488,E-236,12/12/2007 0:00:00,M
11/11/1999 0:00:00,A-488,E-256,9/1/2008 0:00:00,M
11/11/1999 0:00:00,A-488,D-803,11/14/2008 0:00:00,M
11/11/1999 0:00:00,A-488,B-602,12/13/2008 0:00:00,M
11/11/1999 0:00:00,B-850,C-950,10/18/2009 0:00:00,M
11/11/1999 0:00:00,B-850,D-831,10/23/2009 0:00:00,M
11/11/1999 0:00:00,B-850,A-293,11/1/2009 0:00:00,M
11/11/1999 0:00:00,A-488,B-175,9/28/2010 0:00:00,M
11/11/1999 0:00:00,B-850,E-863,8/19/2012 0:00:00,M
11/11/1999 0:00:00,B-850,D-456,9/7/2012 0:00:00,M
11/11/1999 0:00:00,B-850,A-354,10/1/2012 0:00:00,M
11/11/1999 0:00:00,B-850,D-888,10/8/2012 0:00:00,M
11/11/1999 0:00:00,B-850,A-359,11/12/2012 0:00:00,M
11/11/1999 0:00:00,B-850,B-702,8/13/2013 0:00:00,F
11/11/1999 0:00:00,B-850,D-044,8/23/2013 0:00:00,F
11/11/1999 0:00:00,A-488,E-362,9/1/2013 0:00:00,F
11/11/1999 0:00:00,B-850,D-475,9/17/2013 0:00:00,F
11/11/1999 0:00:00,B-850,C-164,10/5/2013 0:00:00,F
11/11/1999 0:00:00,B-850,B-694,10/27/2013 0:00:00,M
11/11/1999 0:00:00,B-850,D-059,8/2/2014 0:00:00,M
11/11/1999 0:00:00,B-850,D-486,8/24/2014 0:00:00,M
11/11/1999 0:00:00,A-488,C-659,7/28/2015 0:00:00,M
11/11/1999 0:00:00,B-850,C-210,8/19/2015 0:00:00,M
11/11/1999 0:00:00,B-850,E-900,8/29/2015 0:00:00,M
11/11/1999 0:00:00,B-850,A-409,10/15/2015 0:00:00,F
11/12/1999 0:00:00,B-909,B-081,11/9/2005 0:00:00,F
11/12/1999 0:00:00,B-909,C-903,11/19/2006 0:00:00,F
11/12/1999 0:00:00,B-909,D-780,9/15/2007 0:00:00,F
11/12/1999 0:00:00,B-909,C-919,10/2/2007 0:00:00,F
11/12/1999 0:00:00,B-909,D-781,10/3/2007 0:00:00,F
11/12/1999 0:00:00,B-909,D-782,10/9/2007 0:00:00,F
11/12/1999 0:00:00,B-909,D-352,11/10/2007 0:00:00,M
11/12/1999 0:00:00,B-909,A-773,9/2/2012 0:00:00,M
11/12/1999 0:00:00,B-909,C-145,9/7/2013 0:00:00,F
11/20/1999 0:00:00,A-164,A-199,12/29/2004 0:00:00,F
11/20/1999 0:00:00,A-164,A-200,1/31/2005 0:00:00,F
11/20/1999 0:00:00,A-164,D-327,10/13/2005 0:00:00,F
11/20/1999 0:00:00,A-164,D-750,10/24/2005 0:00:00,F
11/20/1999 0:00:00,A-164,B-553,11/2/2005 0:00:00,M
11/20/1999 0:00:00,A-164,C-450,11/7/2005 0:00:00,F
11/20/1999 0:00:00,A-164,A-650,11/21/2005 0:00:00,F
11/20/1999 0:00:00,A-164,D-320,1/2/2006 0:00:00,M
11/20/1999 0:00:00,A-164,C-890,2/26/2006 0:00:00,F
11/20/1999 0:00:00,A-164,C-467,10/6/2006 0:00:00,M
11/20/1999 0:00:00,A-164,E-214,10/15/2006 0:00:00,M
11/20/1999 0:00:00,A-164,C-466,12/22/2006 0:00:00,F
11/26/1999 0:00:00,C-300,A-213,11/17/2005 0:00:00,M
11/26/1999 0:00:00,A-069,E-219,10/1/2006 0:00:00,M
11/26/1999 0:00:00,C-300,D-777,10/8/2006 0:00:00,M
11/26/1999 0:00:00,A-069,A-224,10/11/2006 0:00:00,F
11/26/1999 0:00:00,C-300,D-329,10/15/2006 0:00:00,M
11/26/1999 0:00:00,A-069,D-765,10/16/2006 0:00:00,F
11/26/1999 0:00:00,C-300,D-776,10/19/2006 0:00:00,M
11/26/1999 0:00:00,C-300,E-218,10/29/2006 0:00:00,M
11/26/1999 0:00:00,A-069,D-360,9/16/2007 0:00:00,M
11/26/1999 0:00:00,A-069,C-484,9/23/2007 0:00:00,M
11/26/1999 0:00:00,A-069,D-357,9/29/2007 0:00:00,F
11/26/1999 0:00:00,A-069,E-781,11/1/2007 0:00:00,F
11/26/1999 0:00:00,A-069,C-054,9/3/2008 0:00:00,F
11/26/1999 0:00:00,A-069,A-262,9/7/2008 0:00:00,F
11/26/1999 0:00:00,A-069,C-944,9/24/2008 0:00:00,M
11/26/1999 0:00:00,A-069,B-589,10/3/2008 0:00:00,F
11/26/1999 0:00:00,C-300,C-500,10/3/2008 0:00:00,F
11/26/1999 0:00:00,A-069,B-168,9/7/2009 0:00:00,F
11/26/1999 0:00:00,C-300,B-648,9/11/2010 0:00:00,F
11/26/1999 0:00:00,C-300,A-306,9/21/2010 0:00:00,F
11/26/1999 0:00:00,C-300,D-845,11/21/2010 0:00:00,F
11/26/1999 0:00:00,A-069,D-431,8/19/2011 0:00:00,M
11/26/1999 0:00:00,C-300,D-432,10/21/2011 0:00:00,M
11/26/1999 0:00:00,C-300,D-426,12/11/2011 0:00:00,F
11/26/1999 0:00:00,C-300,E-869,5/10/2012 0:00:00,M
11/26/1999 0:00:00,C-300,E-867,10/8/2012 0:00:00,F
11/26/1999 0:00:00,A-069,A-780,10/9/2012 0:00:00,F
11/26/1999 0:00:00,C-300,C-584,11/26/2012 0:00:00,M
11/26/1999 0:00:00,C-300,E-544,8/31/2018 0:00:00,F
11/30/1999 0:00:00,E-175,B-558,10/21/2005 0:00:00,M
11/30/1999 0:00:00,E-175,D-752,10/23/2005 0:00:00,M
11/30/1999 0:00:00,E-175,A-212,10/29/2005 0:00:00,F
11/30/1999 0:00:00,E-175,A-223,9/23/2006 0:00:00,M
11/30/1999 0:00:00,E-175,B-111,10/4/2006 0:00:00,F
11/30/1999 0:00:00,E-175,D-331,10/16/2006 0:00:00,M
11/30/1999 0:00:00,E-175,B-561,10/19/2006 0:00:00,M
11/30/1999 0:00:00,E-175,D-769,10/29/2006 0:00:00,M
11/30/1999 0:00:00,E-175,B-582,9/22/2007 0:00:00,M
11/30/1999 0:00:00,E-175,C-483,10/19/2007 0:00:00,F
11/30/1999 0:00:00,E-175,C-976,9/6/2010 0:00:00,F
11/30/1999 0:00:00,E-175,D-843,9/27/2010 0:00:00,F
11/30/1999 0:00:00,E-175,E-349,9/16/2013 0:00:00,M
12/2/1999 0:00:00,C-843,B-097,11/5/2005 0:00:00,M
12/2/1999 0:00:00,C-843,C-018,12/1/2006 0:00:00,F
12/2/1999 0:00:00,C-843,D-345,10/2/2007 0:00:00,M
12/2/1999 0:00:00,C-843,D-344,10/6/2007 0:00:00,F
12/2/1999 0:00:00,C-843,D-350,10/7/2007 0:00:00,M
12/2/1999 0:00:00,C-843,A-244,10/29/2007 0:00:00,F
12/2/1999 0:00:00,C-843,B-598,10/9/2008 0:00:00,M
12/2/1999 0:00:00,C-843,C-490,11/2/2008 0:00:00,F
12/2/1999 0:00:00,C-843,D-832,9/2/2009 0:00:00,F
12/2/1999 0:00:00,C-843,D-392,9/3/2009 0:00:00,F
12/2/1999 0:00:00,C-843,C-518,10/25/2009 0:00:00,F
12/2/1999 0:00:00,C-843,C-514,10/31/2009 0:00:00,F
12/3/1999 0:00:00,D-607,D-745,10/9/2004 0:00:00,F
12/3/1999 0:00:00,D-607,E-773,10/21/2004 0:00:00,F
12/3/1999 0:00:00,D-607,A-191,11/19/2004 0:00:00,F
12/3/1999 0:00:00,D-607,E-774,2/13/2005 0:00:00,M
12/3/1999 0:00:00,D-607,B-541,11/4/2005 0:00:00,F
12/3/1999 0:00:00,D-607,A-226,10/23/2006 0:00:00,M
12/3/1999 0:00:00,D-607,A-234,12/2/2006 0:00:00,M
12/3/1999 0:00:00,D-607,A-248,9/26/2007 0:00:00,F
12/3/1999 0:00:00,D-607,E-788,10/10/2007 0:00:00,M
12/3/1999 0:00:00,D-607,B-128,10/19/2007 0:00:00,M
12/3/1999 0:00:00,D-607,C-488,11/7/2007 0:00:00,F
12/3/1999 0:00:00,D-607,B-579,11/14/2007 0:00:00,M
12/3/1999 0:00:00,D-607,C-036,11/24/2007 0:00:00,F
12/3/1999 0:00:00,D-607,E-799,9/24/2008 0:00:00,M
12/3/1999 0:00:00,D-607,B-607,10/25/2008 0:00:00,M
12/3/1999 0:00:00,D-607,B-150,11/14/2008 0:00:00,M
12/3/1999 0:00:00,D-607,C-942,12/21/2008 0:00:00,M
12/3/1999 0:00:00,D-607,E-818,8/30/2009 0:00:00,M
12/3/1999 0:00:00,D-607,C-967,9/28/2009 0:00:00,M
12/3/1999 0:00:00,D-607,C-068,10/8/2009 0:00:00,M
12/3/1999 0:00:00,D-607,A-283,10/18/2009 0:00:00,M
12/3/1999 0:00:00,D-607,B-162,10/23/2009 0:00:00,F
12/3/1999 0:00:00,D-607,E-276,10/29/2009 0:00:00,M
12/3/1999 0:00:00,D-607,A-721,11/19/2009 0:00:00,F
12/3/1999 0:00:00,D-607,E-840,9/18/2011 0:00:00,M
12/10/1999 0:00:00,A-165,C-464,10/8/2006 0:00:00,F
12/10/1999 0:00:00,A-165,B-116,10/27/2006 0:00:00,M
12/10/1999 0:00:00,A-165,C-908,11/17/2006 0:00:00,F
12/10/1999 0:00:00,A-165,A-679,11/30/2006 0:00:00,M
12/10/1999 0:00:00,A-165,B-570,12/1/2006 0:00:00,M
